Name,Director,Production,Rated,Runtime,Year,imdbVotes,Actor1,Actor2,Actor3,Actor4,Genre1,Genre2,Genre3
Payback,Brian Helgeland,Paramount Pictures,R,Less than 2 hours,1999,"115,711",Mel Gibson, Gregg Henry, Maria Bello, David Paymer,Action, Adventure, Sci-Fi
Simply Irresistible,Mark Tarlov,Twentieth Century Fox Home Entertainment,PG-13,Less than 2 hours,1999,"11,797",Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson, Dylan Baker,Action, Adventure, Sci-Fi
20 Dates,Myles Berkowitz,Twentieth Century Fox Home Entertainment,R,Less than 2 hours,1998,"1,631",Myles Berkowitz, Elisabeth Wagner, Richard Arlook, Tia Carrere,Action, Adventure, Sci-Fi
Blast from the Past,Hugh Wilson,New Line Home Entertainment,PG-13,Less than 2 hours,1999,"50,832",Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek,Crime, Drama, Romance
Message in a Bottle,Luis Mandoki,Warner Bros. Pictures,PG-13,More than 2 hours,1999,"30,387",Kevin Costner, Robin Wright, Paul Newman, John Savage,Crime, Drama, Romance
My Favorite Martian,Donald Petrie,Walt Disney Productions,PG,Less than 2 hours,1999,"11,220",Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah,Crime, Drama, Romance
"God Said, 'Ha!'",Julia Sweeney,Miramax,PG-13,Less than 2 hours,1998,896,Julia Sweeney, Quentin Tarantino,,,Crime, Drama, Romance
Jawbreaker,Darren Stein,Columbia TriStar,R,Less than 2 hours,1999,"19,691",Rose McGowan, Rebecca Gayheart, Julie Benz, Judy Greer,Horror, Mystery, Sci-Fi
October Sky,Joe Johnston,Universal,PG,Less than 2 hours,1999,"67,731",Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen,Drama, War,
Office Space,Mike Judge,20th Century Fox,R,Less than 2 hours,1999,"208,881",Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu,Comedy, Romance,
200 Cigarettes,Risa Bramon Garcia,Paramount Pictures,R,Less than 2 hours,1999,"13,345",Ben Affleck, Casey Affleck, Jennifer Albano, Jenni Blong,Comedy, Family, Fantasy
8MM,Joel Schumacher,Columbia Pictures,R,More than 2 hours,1999,"107,867",Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare,Comedy, Crime, Family
Breakfast of Champions,Alan Rudolph,Buena Vista Pictures,R,Less than 2 hours,1999,"7,011",Bruce Willis, Albert Finney, Nick Nolte, Barbara Hershey,Adventure, Comedy, Drama
Pet Sematary,Mary Lambert,Paramount Home Video,R,Less than 2 hours,1989,"67,714",Dale Midkiff, Fred Gwynne, Denise Crosby, Brad Greenquist,Adventure, Family,
Pet Sematary II,Mary Lambert,Paramount Home Video,R,Less than 2 hours,1992,"14,161",Edward Furlong, Anthony Edwards, Clancy Brown, Jared Rushton,Action, Adventure, Comedy
Children of the Corn II: The Final Sacrifice,David Price,Paramount Home Video,R,Less than 2 hours,1992,"6,120",Terence Knox, Paul Scherrer, Ryan Bollman, Christie Clark,Comedy, Drama, Family
Children of the Corn III: Urban Harvest,James D.R. Hickox,Miramax,R,Less than 2 hours,1995,"5,514",Daniel Cerny, Ron Melendez, Jim Metzler, Nancy Lee Grahn,Adventure, Family, Fantasy
Christine,John Carpenter,Sony Pictures Home Entertainment,R,Less than 2 hours,1983,"53,236",Keith Gordon, John Stockwell, Alexandra Paul, Robert Prosky,Adventure, Family, Sci-Fi
Night Shift,Ron Howard,Warner Home Video,R,Less than 2 hours,1982,"11,496",Henry Winkler, Michael Keaton, Shelley Long, Gina Hecht,Adventure, Comedy, Family
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Action, Adventure, Comedy
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Crime, Drama, Thriller
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Action, Adventure, Comedy
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Crime, Drama, Thriller
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Action, Adventure, Comedy
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Crime, Drama, Thriller
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Action, Adventure, Comedy
House on Haunted Hill,William Malone,Warner Home Video,R,Less than 2 hours,1999,"46,611",Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher,Crime, Drama, Thriller
Airport,"George Seaton, Henry Hathaway",Universal Pictures,G,More than 2 hours,1970,"13,888",Burt Lancaster, Dean Martin, Jean Seberg, Jacqueline Bisset,Comedy, Family, Fantasy
Airport 1975,Jack Smight,Universal Pictures,PG,Less than 2 hours,1974,"7,520",Charlton Heston, Karen Black, George Kennedy, Efrem Zimbalist Jr.,Adventure, Comedy, Family
Rollercoaster,James Goldstone,MCA Universal Home Video,PG,Less than 2 hours,1977,"4,548",George Segal, Richard Widmark, Timothy Bottoms, Henry Fonda,Family, Western, Action
Alligator,Lewis Teague,Group 1,R,Less than 2 hours,1980,"8,343",Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger,Adventure, Family, Fantasy
Meteor,Ronald Neame,American International Pictures,PG,Less than 2 hours,1979,"5,516",Sean Connery, Natalie Wood, Karl Malden, Brian Keith,Comedy, Sport,
Logan's Run,Michael Anderson,MGM,PG,Less than 2 hours,1976,"42,189",Michael York, Richard Jordan, Jenny Agutter, Roscoe Lee Browne,Drama, Romance,
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Documentary,,
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Action, Horror, Sci-Fi
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Documentary,,
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Action, Horror, Sci-Fi
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Documentary,,
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Action, Horror, Sci-Fi
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Documentary,,
Planet of the Apes,Tim Burton,20th Century Fox,PG-13,Less than 2 hours,2001,"183,855",Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,Action, Horror, Sci-Fi
Beneath the Planet of the Apes,Ted Post,20th Century Fox,G,Less than 2 hours,1970,"34,137",James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison,Crime, Drama, Film-Noir
Battle for the Planet of the Apes,J. Lee Thompson,20th Century Fox,G,Less than 2 hours,1973,"23,735",Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden,Drama, Romance, War
Conquest of the Planet of the Apes,J. Lee Thompson,20th Century Fox,PG,Less than 2 hours,1972,"24,446",Roddy McDowall, Don Murray, Natalie Trundy, Hari Rhodes,Drama,,
Escape from the Planet of the Apes,Don Taylor,Fox,G,Less than 2 hours,1971,"25,005",Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,Drama, Music,
Earthquake,Mark Robson,MCA Universal Home Video,PG,More than 2 hours,1974,"10,957",Charlton Heston, Ava Gardner, George Kennedy, Lorne Greene,Drama,,
Beyond the Poseidon Adventure,Irwin Allen,Warner Home Video,PG,Less than 2 hours,1979,"3,800",Michael Caine, Sally Field, Telly Savalas, Peter Boyle,Comedy, Drama,
Analyze This,Harold Ramis,Warner Bros. Pictures,R,Less than 2 hours,1999,"128,112",Robert De Niro, Billy Crystal, Lisa Kudrow, Chazz Palminteri,Drama,,
Cruel Intentions,Roger Kumble,Columbia Pictures,R,Less than 2 hours,1999,"154,547",Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair,Drama, Mystery, Thriller
Relax... It's Just Sex,P.J. Castellaneta,A-Pix,R,Less than 2 hours,1998,"1,408",Mitchell Anderson, Terrence 'T.C.' Carson, Seymour Cassel, Lori Petty,Horror, Thriller,
Wing Commander,Chris Roberts,Twentieth Century Fox Home Entertainment,PG-13,Less than 2 hours,1999,"15,039",Freddie Prinze Jr., Saffron Burrows, Matthew Lillard, Tchéky Karyo,Animation, Adventure, Comedy
Dead Ringers,David Cronenberg,Media Home Entertainment,R,Less than 2 hours,1988,"30,970",Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon,Drama, Family, History
My Boyfriend's Back,Bob Balaban,Buena Vista,PG-13,Less than 2 hours,1993,"3,575",Andrew Lowery, Traci Lind, Danny Zorn, Edward Herrmann,Family, Fantasy,
Children of the Damned,Anton Leader,MGM,APPROVED,Less than 2 hours,1964,"3,019",Ian Hendry, Alan Badel, Barbara Ferris, Alfred Burke,Animation, Adventure, Family
Baby Geniuses,Bob Clark,TriStar Pictures,PG,Less than 2 hours,1999,"20,551",Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol,Animation, Adventure, Family
I Stand Alone,Gaspar Noé,Love Streams Productions,NOT RATED,Less than 2 hours,1998,"15,057",Philippe Nahon, Blandine Lenoir, Frankie Pain, Martine Audrain,Animation, Adventure, Family
Forces of Nature,Bronwen Hughes,Dreamworks Distribution,PG-13,Less than 2 hours,1999,"27,782",Ben Affleck, Sandra Bullock, Maura Tierney, Steve Zahn,Animation, Adventure, Family
Ravenous,Antonia Bird,20th Century Fox,R,Less than 2 hours,1999,"31,319",Guy Pearce, Robert Carlyle, David Arquette, Jeremy Davies,Animation, Adventure, Family
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Animation, Adventure, Family
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Drama, Mystery, Sci-Fi
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Animation, Adventure, Family
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Drama, Mystery, Sci-Fi
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Animation, Adventure, Family
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Drama, Mystery, Sci-Fi
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Animation, Adventure, Family
Bandits,Barry Levinson,MGM Pictures,PG-13,More than 2 hours,2001,"58,575",Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity,Drama, Mystery, Sci-Fi
Dangerous Beauty,Marshall Herskovitz,Warner Home Video,R,Less than 2 hours,1998,"13,125",Catherine McCormack, Rufus Sewell, Oliver Platt, Fred Ward,Animation, Adventure, Family
Doug's 1st Movie,Maurice Joyce,Walt Disney Productions,G,Less than 2 hours,1999,"2,551",Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman,Adventure, Comedy, Family
Edtv,Ron Howard,Universal Studios,PG-13,More than 2 hours,1999,"36,602",Geoffrey Blake, Gail Boggs, Jenna Byrne, Merrin Dungey,Family, Adventure, Sci-Fi
Among Giants,Sam Miller,20th Century Fox,R,Less than 2 hours,1998,826,Pete Postlethwaite, Rachel Griffiths, James Thornton, Lennie James,Adventure, Family, Fantasy
Tango,Carlos Saura,Sony Pictures Classics,PG-13,Less than 2 hours,1998,"2,487",Miguel Ángel Solá, Cecilia Narova, Mía Maestro, Juan Carlos Copes,Fantasy, Mystery, Thriller
Metroland,Philip Saville,Universal Pictures,R,Less than 2 hours,1997,"2,879",Christian Bale, Emily Watson, Lee Ross, Elsa Zylberstein,Comedy, Sci-Fi, Family
Following,Christopher Nolan,IFC,R,Less than 2 hours,1998,"68,735",Jeremy Theobald, Alex Haw, Lucy Russell, John Nolan,Animation, Comedy, Family
Go,Doug Liman,Columbia Pictures,R,Less than 2 hours,1999,"60,744",Katie Holmes, Sarah Polley, Suzanne Krull, Desmond Askew,Comedy, Fantasy, Romance
Never Been Kissed,Raja Gosnell,20th Century Fox,PG-13,Less than 2 hours,1999,"70,839",Drew Barrymore, David Arquette, Michael Vartan, Molly Shannon,Adventure, Biography, Drama
Twin Dragons,"Ringo Lam, Hark Tsui",Miramax Films,PG-13,Less than 2 hours,1992,"9,098",Jackie Chan, Maggie Cheung, Teddy Robin Kwan, James Wong,Adventure, Family, Fantasy
Cookie's Fortune,Robert Altman,October Film,PG-13,Less than 2 hours,1999,"11,392",Glenn Close, Julianne Moore, Liv Tyler, Chris O'Donnell,Drama,,
Goodbye Lover,Roland Joffé,Warner Home Video,R,Less than 2 hours,1998,"2,955",Patricia Arquette, Dermot Mulroney, Mary-Louise Parker, Ellen DeGeneres,Action, Adventure, Sci-Fi
Life,Ted Demme,Universal Pictures,R,Less than 2 hours,1999,"35,604",Eddie Murphy, Martin Lawrence, Obba Babatundé, Nick Cassavetes,Drama, Music,
Hideous Kinky,Gillies MacKinnon,Sony Pictures Home Entertainment,R,Less than 2 hours,1998,"5,682",Kate Winslet, Saïd Taghmaoui, Bella Riza, Carrie Mullan,Horror, Thriller,
Open Your Eyes,Alejandro Amenábar,Artisan Pictures,R,Less than 2 hours,1997,"54,812",Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez,Comedy, Drama, Fantasy
SLC Punk!,James Merendino,Sony Pictures Home Entertainment,R,Less than 2 hours,1998,"22,879",Matthew Lillard, Michael A. Goorjian, Annabeth Gish, Jennifer Lien,Comedy, Crime, Mystery
Lost & Found,Jeff Pollack,Warner Bros. Pictures,PG-13,Less than 2 hours,1999,"5,704",David Spade, Ever Carradine, Stephanie Chang, Neal MacMillan,Crime, Drama,
Pushing Tin,Mike Newell,Twentieth Century Fox Home Entertainment,R,More than 2 hours,1999,"25,465",John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie,Horror,,
Election,Alexander Payne,Paramount Pictures.,R,Less than 2 hours,1999,"76,245",Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell,Action, Adventure,
eXistenZ,David Cronenberg,Miramax,R,Less than 2 hours,1999,"80,576",Jennifer Jason Leigh, Jude Law, Ian Holm, Willem Dafoe,Adventure, Drama, Fantasy
Entrapment,Jon Amiel,Twentieth Century Fox Home Entertainment,PG-13,Less than 2 hours,1999,"91,927",Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,Drama, Sci-Fi,
Idle Hands,Rodman Flender,Columbia Pictures,R,Less than 2 hours,1999,"34,672",Devon Sawa, Seth Green, Elden Henson, Jessica Alba,Drama, Sci-Fi,
Get Real,Simon Shore,Paramount Pictures,R,Less than 2 hours,1998,"10,869",Ben Silverstone, Brad Gorton, Charlotte Brittain, Stacy Hart,Drama, Sci-Fi,
Three Seasons,Tony Bui,October Films,PG-13,Less than 2 hours,1999,"2,801",Ngoc Hiep Nguyen, Ngoc Minh, Phat Trieu Hoang, Diem Kieu,Drama, Sci-Fi,
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Comedy, Horror
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Adventure, Sci-Fi
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Comedy, Horror
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Adventure, Sci-Fi
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Comedy, Horror
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Adventure, Sci-Fi
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Comedy, Horror
Mildred Pierce,Michael Curtiz,MGM Home Entertainment,NOT RATED,Less than 2 hours,1945,"17,131",Joan Crawford, Jack Carson, Zachary Scott, Eve Arden,Action, Adventure, Sci-Fi
Night of the Comet,Thom Eberhardt,Paramount Pictures,PG-13,Less than 2 hours,1984,"13,971",Robert Beltran, Catherine Mary Stewart, Kelli Maroney, Sharon Farrell,Crime, Drama, Fantasy
My Science Project,Jonathan R. Betuel,Touchstone Pictures,PG,Less than 2 hours,1985,"4,200",John Stockwell, Danielle von Zerneck, Fisher Stevens, Raphael Sbarge,Horror, Thriller,
Dick Tracy,Warren Beatty,Buena Vista Pictures,PG,Less than 2 hours,1990,"49,481",Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey,Horror, Thriller,
This Is My Father,Paul Quinn,Sony Pictures Classics,R,Less than 2 hours,1998,"1,520",James Caan, Jacob Tierney, Colm Meaney, Moira Deady,Animation, Comedy, Drama
Xiu Xiu: The Sent-Down Girl,Joan Chen,Stratosphere Entertainment,R,Less than 2 hours,1998,"2,789",Xiaolu Li, Lopsang, Zheng Qian, Jie Gao,Comedy, Drama, Romance
Black Mask,Daniel Lee,Artisan Entertainment,R,Less than 2 hours,1996,"9,560",Jet Li, Ching Wan Lau, Karen Mok, Françoise Yip,Crime, Mystery, Thriller
Edge of Seventeen,David Moreton,Strand Releasing,NOT RATED,Less than 2 hours,1998,"4,779",Chris Stafford, Tina Holmes, Andersen Gabrych, Stephanie McVay,Comedy, Crime,
Endurance,Frank Hurley,Universum Film (UFA),TV-G,Less than 2 hours,1919,384,Ernest Shackleton, Frank Worsley, J. Stenhouse, L. Hussey,Crime, Drama, Romance
Star Wars: Episode I - The Phantom Menace,George Lucas,20th Century Fox,PG,More than 2 hours,1999,"569,825",Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd,Drama, Music,
Besieged,Bernardo Bertolucci,Fine Line,R,Less than 2 hours,1998,"3,967",Thandie Newton, David Thewlis, Claudio Santamaria, John C. Ojwang,Drama,,
Frogs for Snakes,Amos Poe,TSG Pictures,R,Less than 2 hours,1998,276,José Rafael Arango, Nicole Arlyn, David Cale, Nick Chinlund,Action, Adventure, Comedy
Mommie Dearest,Frank Perry,Paramount Pictures,R,More than 2 hours,1981,"11,344",Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva,Comedy, Romance, Sci-Fi
Superman,Richard Donner,Warner Bros. Pictures,PG,More than 2 hours,1978,"132,909",Marlon Brando, Gene Hackman, Christopher Reeve, Ned Beatty,Comedy, Family, Fantasy
Superman II,"Richard Lester, Richard Donner",Warner Bros. Pictures,PG,More than 2 hours,1980,"80,544",Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper,Comedy, Family, Fantasy
Superman III,Richard Lester,WARNER BROTHERS PICTURES,PG,More than 2 hours,1983,"52,919",Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure,Comedy, Family, Fantasy
Superman IV: The Quest for Peace,Sidney J. Furie,Warner Home Video,PG,Less than 2 hours,1987,"35,194",Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure,Comedy, Family, Fantasy
House of Frankenstein,Erle C. Kenton,Realart Pictures Inc.,APPROVED,Less than 2 hours,1944,"4,561",Boris Karloff, Lon Chaney Jr., John Carradine, Anne Gwynne,Animation, Adventure, Drama
Frankenstein,James Whale,Universal Pictures Company,NOT RATED,Less than 2 hours,1931,"51,313",Colin Clive, Mae Clarke, John Boles, Boris Karloff,Biography, Crime, Drama
Son of Frankenstein,Rowland V. Lee,MCA Universal Home Video,APPROVED,Less than 2 hours,1939,"6,785",Basil Rathbone, Boris Karloff, Bela Lugosi, Lionel Atwill,Biography, Crime, Drama
Frankenstein Meets the Wolf Man,Roy William Neill,MCA Universal Home Video,APPROVED,Less than 2 hours,1943,"5,873",Ilona Massey, Patric Knowles, Lionel Atwill, Bela Lugosi,Biography, Crime, Drama
Son of Dracula,Robert Siodmak,Universal,APPROVED,Less than 2 hours,1943,"3,206",Robert Paige, Louise Allbritton, Evelyn Ankers, Frank Craven,Biography, Crime, Drama
Howling II: ... Your Sister Is a Werewolf,Philippe Mora,HBO Video,R,Less than 2 hours,1985,"4,898",Christopher Lee, Annie McEnroe, Reb Brown, Marsha A. Hunt,Comedy, Romance,
Tarantula,Jack Arnold,Universal Pictures,APPROVED,Less than 2 hours,1955,"6,701",John Agar, Mara Corday, Leo G. Carroll, Nestor Paiva,Comedy, Drama, Romance
It Came from Hollywood,"Malcolm Leo, Andrew Solt",Paramount Pictures,PG,Less than 2 hours,1982,727,Dan Aykroyd, John Candy, Cheech Marin, Tommy Chong,Drama, Romance,
It Came from Outer Space,Jack Arnold,Universal Pictures,APPROVED,Less than 2 hours,1953,"6,323",Richard Carlson, Barbara Rush, Charles Drake, Joe Sawyer,Comedy, Fantasy, Horror
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Comedy, Family, Sport
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Drama, History, War
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Comedy, Family, Sport
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Drama, History, War
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Comedy, Family, Sport
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Drama, History, War
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Comedy, Family, Sport
Invasion of the Body Snatchers,Philip Kaufman,MGM Home Entertainment,PG,Less than 2 hours,1978,"39,741",Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright,Drama, History, War
Swamp Thing,Wes Craven,Nelson Entertainment,PG,Less than 2 hours,1982,"10,080",Louis Jourdan, Adrienne Barbeau, Ray Wise, David Hess,Comedy, Drama, Romance
Pork Chop Hill,Lewis Milestone,MGM Home Entertainment,APPROVED,Less than 2 hours,1959,"3,435",Gregory Peck, Harry Guardino, Rip Torn, George Peppard,Biography, Crime, Drama
Run Silent Run Deep,Robert Wise,United Artists,APPROVED,Less than 2 hours,1958,"8,228",Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter,Drama, Horror,
Notting Hill,Roger Michell,Universal Pictures,PG-13,More than 2 hours,1999,"215,287",Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans,Adventure, Comedy, Horror
Eternity and a Day,Theodoros Angelopoulos,Westdeutscher Rundfunk,UNRATED,More than 2 hours,1998,"6,960",Bruno Ganz, Isabelle Renauld, Fabrizio Bentivoglio, Achileas Skevis,Action, Comedy, Drama
Instinct,Jon Turteltaub,Buena Vista Pictures,R,More than 2 hours,1999,"28,123",Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney,Drama, Romance, Thriller
Buena Vista Social Club,Wim Wenders,Artisan Entertainment,G,Less than 2 hours,1999,"13,930",Compay Segundo, Eliades Ochoa, Ry Cooder, Joachim Cooder,Action, Horror,
Desert Blue,Morgan J. Freeman,Sony Pictures Home Entertainment,R,Less than 2 hours,1998,"1,939",Casey Affleck, Brendan Sexton III, Kate Hudson, Christina Ricci,Drama, Romance, Music
Limbo,John Sayles,Sony,R,More than 2 hours,1999,"5,221",Mary Elizabeth Mastrantonio, David Strathairn, Vanessa Martinez, Hermínio Ramos,Comedy,,
Austin Powers: The Spy Who Shagged Me,Jay Roach,New Line Cinema,PG-13,Less than 2 hours,1999,"188,062",Mike Myers, Heather Graham, Michael York, Robert Wagner,Action, Comedy, Thriller
Tarzan,"Chris Buck, Kevin Lima",Buena Vista Pictures,G,Less than 2 hours,1999,"155,055",Brian Blessed, Glenn Close, Minnie Driver, Tony Goldwyn,Comedy, Drama, Romance
Get Bruce,Andrew J. Kuehn,Miramax,R,Less than 2 hours,1999,550,Whoopi Goldberg, Bette Midler, Robin Williams, Nathan Lane,Comedy, Fantasy,
Run Lola Run,Tom Tykwer,Sony Pictures Classics,R,Less than 2 hours,1998,"166,430",Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri,Crime, Drama, Thriller
Trekkies,Roger Nygard,Paramount Pictures,PG,Less than 2 hours,1997,"4,505",Denise Crosby, Barbara Adams, Denis Bourguignon, David Greenstein,Comedy, Thriller,
Big Daddy,Dennis Dugan,Columbia Pictures,PG-13,Less than 2 hours,1999,"168,831",Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse,Thriller,,
My Son the Fanatic,Udayan Prasad,Miramax,R,Less than 2 hours,1997,"1,475",Om Puri, Rachel Griffiths, Akbar Kurtha, Stellan Skarsgård,Thriller,,
Arachnophobia,Frank Marshall,Buena Vista Pictures,PG-13,Less than 2 hours,1990,"52,428",Jeff Daniels, Harley Jane Kozak, John Goodman, Julian Sands,Crime, Drama, Mystery
Wild Wild West,Barry Sonnenfeld,Warner Bros. Pictures,PG-13,Less than 2 hours,1999,"134,242",Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek,Crime, Film-Noir, Thriller
